CUSIP,MASTER_DEAL_NO,NINAMES,PRINCIPALAMOUNT,EXCHANGE,INDUSTRY,MKTVALUEPF,industry_code,year,fees,offer_price
911805,3643616002,US Energy Corp,1.658,Nasdaq,Natural Resource,9.3,1,2024,6,5.25
54142F,3643910002,Logicbio Therapeutics Inc,42,Nasdaq,Manufacturing,190.4,2,2024,6,6
811292,3644487022,SCYNEXIS Inc,50,Nasdaq,Pers/Bus/Rep Svc,50,8,2024,,
72201Y,3644810002,PIMCO Dynamic Income Fund,92.588,New York,Investment Fund,1618.9,6,2024,3.5,24.69
63947U,3644926002,nCino Inc,482.9,Nasdaq,Pers/Bus/Rep Svc,6560.8,7,2024,3.25,72
47008L,3644933022,Jaguar Health,7,Nasdaq,Manufacturing,7,2,2024,,
44967K,3644946022,IMAC Holdings Inc,5,Nasdaq,Healthcare,5,8,2024,,
40131M,3645198002,Guardant Health Inc,714,Nasdaq,Healthcare,10129.8,8,2024,0.9,102
85205L,3645224002,SpringWorks Therapeutics Inc,250,Nasdaq,Pers/Bus/Rep Svc,2481.3,8,2024,6,51
63009R,3645227002,NanoString Technologies Inc,200,Nasdaq,Manufacturing,1747.5,3,2024,6,40
18452B,3645233002,CleanSpark Inc,40,Nasdaq,Pers/Bus/Rep Svc,196.5,7,2024,7,9
376549,3645663002,Gladstone Land Corp,23.76,Nasdaq,REIT,347.1,6,2024,4.5,14.4
41015N,3645832002,Hancock Jaffe Laboratories Inc,5.1,Nasdaq,Manufacturing,26.6,3,2024,6.131,0.535
14067D,3646156022,Capstone Turbine Corp,18.888,Nasdaq,Manufacturing,18.9,3,2024,,
38000Q,3646219022,Glycomimetics Inc,100,Nasdaq,Manufacturing,100,2,2024,,
00973W,3646312022,Akerna Corp,15,Nasdaq,Pers/Bus/Rep Svc,15,7,2024,,
25960P,3646884022,Douglas Emmett Inc,400,New York,REIT,400,6,2024,,
654405,3646893022,9 Meters Biopharma Inc,37.532,Nasdaq,Manufacturing,37.5,2,2024,,
02081G,3647485002,Alphatec Holdings Inc,100,Nasdaq,Manufacturing,681.6,3,2024,6,8.75
03064D,3647504002,Americold Realty Trust,1212.2,New York,REIT,9134.1,6,2024,3.5,38
67576A,3647523002,Ocular Therapeutix Inc,70.005,Nasdaq,Manufacturing,695.4,2,2024,6,9.75
V7780T,3647529002,Royal Caribbean Cruises Ltd,500,New York,Transportation,13460.3,4,2024,3,60
52110H,3647569022,Lazydays Holdings Inc,61.36,Nasdaq,Retail,206.4,5,2024,,
892918,3647674002,TransAct Technologies Inc,8.52,Nasdaq,Manufacturing,63.4,3,2024,6,7.1
825704,3648033002,SI-Bone Inc,70.181,Nasdaq,Manufacturing,706,3,2024,6,22
92243A,3648283022,Vaxart Inc,250,Nasdaq,Manufacturing,250,2,2024,,
29772L,3648335002,Eton Pharmaceuticals Inc,19.6,Nasdaq,Manufacturing,169.2,2,2024,6,7
040334,3648338022,Aridis Pharmaceuticals Inc,8.5,Nasdaq,Pers/Bus/Rep Svc,75.4,8,2024,,
13173L,3648925002,Calyxt Inc,15,Nasdaq,Manufacturing,147.2,2,2024,5.25,4
6L9747,3649334002,Brickell Biotech Inc,13.683,Nasdaq,Pers/Bus/Rep Svc,37.2,8,2024,5.917,0.72
00437E,3649605002,Accolade Inc,192.5,Nasdaq,Pers/Bus/Rep Svc,2118.2,7,2024,5.75,38.5
71944F,3649776002,Phreesia Inc,160,New York,Pers/Bus/Rep Svc,1396.3,7,2024,5,32
46489V,3649925002,Isoray Inc,9.5,New York,Manufacturing,45.3,3,2024,7,0.52
76029N,3650309002,Replimune Group Inc,187.5,Nasdaq,Pers/Bus/Rep Svc,1798.7,8,2024,6,40
030111,3650870002,Amer Superconductor Corp,55.05,Nasdaq,Manufacturing,414.1,3,2024,6,15
02376R,3651454022,American Airlines Group Inc,1000,Nasdaq,Transportation,1000,4,2024,,
90041T,3652610002,Turning Point Therapeutics,400,Nasdaq,Pers/Bus/Rep Svc,4128.7,8,2024,5.75,87
68236H,3653003002,Ondas Holdings Inc,30,Nasdaq,Manufacturing,158,3,2024,7,6
26884L,3653149002,EQT Corp,310,New York,Natural Resource,4318.3,1,2024,4.25,15.5
60468T,3653227002,Mirati Therapeutics Inc,875.75,Nasdaq,Pers/Bus/Rep Svc,9916.8,8,2024,4.916,202
01671P,3653456002,Allakos Inc,250,Nasdaq,Manufacturing,4298.4,2,2024,5.5,82
80706P,3653462002,Scholar Rock Holding Corp,115,Nasdaq,Manufacturing,1310.1,2,2024,,39
90400D,3653720002,Ultragenyx Pharmaceutical Inc,400,Nasdaq,Manufacturing,5933.4,2,2024,5.25,90
72941H,3653967022,Plus Therapeutics Inc,4.96,Nasdaq,Manufacturing,5,3,2024,,
37229T,3653995002,Genius Brands Intl Inc,57.97,Nasdaq,Leisure,399,7,2024,7,1.55
34962G,3654076002,Forte Biosciences Inc,40,Nasdaq,Manufacturing,365.2,2,2024,6.5,28.5
09624H,3654083022,Bluelinx Holdings Inc,50,New York,Wholesale,50,5,2024,,
00973W,3654088002,Akerna Corp,12,Nasdaq,Pers/Bus/Rep Svc,47.2,7,2024,7,2.4
13739U,3654139002,Cancer Genetics Inc,3,Nasdaq,Healthcare,9,8,2024,7,2.2
36467J,3654434002,Gaming & Leisure Ppty Inc,290,Nasdaq,REIT,8334.1,6,2024,3.749,36.25
426897,3654723002,Hepion Pharmaceuticals Inc,30,Nasdaq,Pers/Bus/Rep Svc,48,8,2024,7,1.5
69423U,3654962002,Pacific Ethanol Inc,42.732,Nasdaq,Manufacturing,576.7,2,2024,5.671,8.42
079481,3654979002,Bellicum Pharmaceuticals Inc,6.266,Nasdaq,Manufacturing,36.8,2,2024,7,6.025
31447P,3654997022,Fennec Pharmaceuticals Inc,25,Nasdaq,Pers/Bus/Rep Svc,25,8,2024,,
29444U,3655057022,Equinix Inc,1500,Nasdaq,REIT,1500,6,2024,,
046484,3655066002,Astrotech Corp,6.209,Nasdaq,Manufacturing,39.9,3,2024,6.977,2.15
911805,3655075002,US Energy Corp,3,Nasdaq,Natural Resource,8.7,1,2024,7,3
528872,3655091022,Lexicon Pharmaceuticals Inc,50,Nasdaq,Manufacturing,50,2,2024,,
817763,3655114022,Sesen Bio Inc,58.5,Nasdaq,Manufacturing,58.5,2,2024,,
22266L,3655409002,Coupa Software Inc,515.762,Nasdaq,Pers/Bus/Rep Svc,16730.5,7,2024,0.746,240
03828V,3655941002,Applied UV Inc,6.4,Nasdaq,Manufacturing,41.7,3,2024,8.5,5.25
05352A,3656444002,Avantor Inc,889.981,New York,Manufacturing,14594.7,3,2024,1.75,25.25
45866F,3656448002,Intercontinental Exchange Inc,899.696,New York,Investment Bank,55005.8,6,2024,0.586,98
84860W,3656499022,Spirit Realty Capital Inc,500,New York,REIT,500,6,2024,,
33938J,3656509022,Flexion Therapeutics Inc,100,Nasdaq,Manufacturing,100,2,2024,,
05352A,3656919002,Avantor Inc,917.156,New York,Manufacturing,14594.7,3,2024,1.75,25.25
337930,3656920002,Flagstar Bancorp Inc,278.849,New York,S&L/Thrift,1608.5,6,2024,1.34,30.6
04523Y,3656926022,Aspen Aerogels Inc,33.871,New York,Wholesale,33.9,5,2024,,
76029N,3657152022,Replimune Group Inc,62.5,Nasdaq,Pers/Bus/Rep Svc,62.5,8,2024,,
025537,3657505022,American Electric Power Co Inc,1000,New York,Electric Service,1000,4,2024,,
45781V,3657508022,Innovative Industrial Ppty Inc,500,New York,REIT,500,6,2024,,
84763A,3657651022,Spectrum Pharmaceuticals Inc,60,Nasdaq,Manufacturing,60,2,2024,,
862121,3657757022,Store Capital Corp,900,New York,REIT,900,6,2024,,
264120,3658036002,Duck Creek Tech Inc,328,Nasdaq,Pers/Bus/Rep Svc,5364.2,7,2024,3,41
594960,3658070022,Microvision Inc,13,Nasdaq,Manufacturing,13,3,2024,,
78645L,3658088002,Safehold Inc,48.8,New York,Real Estate,3180.5,6,2024,4.5,61
88338N,3658097002,TherapeuticsMD Inc,30.047,Nasdaq,Manufacturing,379.8,2,2024,,1.282
76169C,3658231022,Rexford Industrial Realty Inc,750,New York,REIT,750,6,2024,,
02376R,3658376002,American Airlines Group Inc,500.5,Nasdaq,Transportation,7187.8,4,2024,0.192,13
038923,3658574002,Arbor Realty Trust Inc,94.5,New York,REIT,1665.8,6,2024,1.481,13.5
670002,3658680022,Novavax Inc,500,Nasdaq,Manufacturing,500,2,2024,,
69404D,3658684002,Pacific Biosciences of CA Inc,105.457,Nasdaq,Manufacturing,2651,3,2024,6,14.25
88322Q,3658690022,TG Therapeutics Inc,400,Nasdaq,Pers/Bus/Rep Svc,400,8,2024,,
492327,3658706002,Keros Therapeutics Inc,130,Nasdaq,Pers/Bus/Rep Svc,1158.8,8,2024,,50
68622P,3658719002,Oric Pharmaceuticals Inc,115.92,Nasdaq,Pers/Bus/Rep Svc,836,8,2024,6,23
92847W,3658724002,Vital Farms Inc,151.25,Nasdaq,Agriculture,1192.8,0,2024,5,30.25
24984K,3658822022,DermTech Inc,,Nasdaq,Manufacturing,,2,2024,,
55279B,3658867022,MEI Pharma Inc,60,Nasdaq,Manufacturing,60,2,2024,,
08975P,3658882002,BigCommerce Holdings Inc,340,Nasdaq,Pers/Bus/Rep Svc,4729.9,7,2024,3.25,68
33616C,3659193002,"First Republic Bank,California",198.3,New York,Commercial Bank,22991.3,6,2024,,132.2
14817C,3659675002,Cassava Sciences Inc,75,Nasdaq,Pers/Bus/Rep Svc,279.6,8,2024,6,8
33830X,3659693002,Five Prime Therapeutics Inc,151.2,Nasdaq,Pers/Bus/Rep Svc,921.9,8,2024,6,21
84833T,3660196022,Spero Therapeutics Inc,34,Nasdaq,Manufacturing,34,2,2024,,
45378A,3660200022,Independence Realty Trust,150,New York,REIT,150,6,2024,,
686688,3660599002,Ormat Technologies Inc,307.1,New York,Co-generation,4132.2,4,2024,3.5,74
52603B,3660720002,LendingTree Inc,872.015,Nasdaq,Credit Inst.,3872.5,6,2024,0.861,295
72919P,3660724002,Plug Power Inc,845.5,Nasdaq,Manufacturing,9847.8,3,2024,4.584,22.25
85254J,3660726002,STAG Industrial Inc,243.2,New York,REIT,4816.3,6,2024,1.25,30.4
002120,3660849022,aTyr Pharma Inc,10.5,Nasdaq,Pers/Bus/Rep Svc,10.5,8,2024,,
76118Y,3660854002,Resideo Technologies Inc,255,New York,Manufacturing,2106.6,3,2024,4.5,15
084310,3660862002,Berkeley Lights Inc,258,Nasdaq,Manufacturing,5534.9,3,2024,4,86
50015M,3660878002,Kodiak Sciences Inc,560.87,Nasdaq,Pers/Bus/Rep Svc,5479.1,8,2024,5,108
47074L,3661055002,Jamf Holding Corp,352,Nasdaq,Pers/Bus/Rep Svc,3726.8,7,2024,4.268,32
49271V,3661093002,Keurig Dr Pepper Inc,1707,New York,Manufacturing,40036.4,2,2024,0.527,28.45
923454,3661291002,Veritiv Corp,25.9,New York,Wholesale,294,5,2024,2.703,18.5
828806,3661677002,Simon Property Group Inc,1395.625,New York,REIT,23789.3,6,2024,2.75,72.5
86150R,3661882002,Stoke Therapeutics Inc,97.5,Nasdaq,Pers/Bus/Rep Svc,1413.2,8,2024,6,39
143658,3661961002,Carnival Corp,1036.555,New York,Transportation,16591.4,4,2024,0.277,18.05
05455M,3662346002,AVROBIO Inc,75,Nasdaq,Pers/Bus/Rep Svc,621.7,8,2024,6,15
143658,3662362002,Carnival Corp,183.683,New York,Transportation,16350.7,4,2024,0.227,17.59
758338,3662794002,Reeds Inc,10.5,Nasdaq,Manufacturing,47.3,2,2024,5.893,0.56
910047,3663688022,United Airlines Holdings Inc,1010.37,Nasdaq,Transportation,12620.9,4,2024,,
69924M,3663707022,Paramount Gold Nevada Corp,5,New York,Natural Resource,5,1,2024,,
690469,3663713022,Ovid Therapeutics Inc,75,Nasdaq,Manufacturing,75,2,2024,,
007624,3663737002,Advaxis Inc,8,Nasdaq,Pers/Bus/Rep Svc,28,8,2024,6.5,0.3
615111,3663762009,Montrose Environmental Grp Inc,134.071,New York,Other Services,680.2,8,2024,4.25,27.25
04962H,3663839002,Atossa Therapeutics Inc,14.575,Nasdaq,Manufacturing,25,3,2024,,1
07160F,3664282002,Baudax Bio Inc,3.377,Nasdaq,Pers/Bus/Rep Svc,34.5,8,2024,6,1.185
68373L,3664289022,OpGen Inc,4.637,Nasdaq,Healthcare,45.5,8,2024,,
07373B,3664405002,Beam Global,7.5,Nasdaq,Manufacturing,210.9,3,2024,,30
G4182A,3664799022,GTY Technology Holdings Inc,10,Nasdaq,Pers/Bus/Rep Svc,10,7,2024,,
86803X,3664901022,Sunworks Inc,20,Nasdaq,Manufacturing,20,3,2024,,
45790J,3664946002,Inpixon,10,Nasdaq,Pers/Bus/Rep Svc,62.8,7,2024,,1.25
88338N,3665975022,TherapeuticsMD Inc,50,Nasdaq,Manufacturing,50,2,2024,,
28414H,3666423002,Elanco Animal Health Inc,1648.625,New York,Manufacturing,14274.4,2,2024,1.35,30.25
86745K,3666474002,Sunnova Energy Intl Inc,259,New York,Electric Service,3629.1,4,2024,4,37
690145,3666528002,Outset Medical Inc,212,Nasdaq,Manufacturing,2263.1,3,2024,5,53
45826J,3666538002,Intellia Therapeutics Inc,175,Nasdaq,Pers/Bus/Rep Svc,2347.2,8,2024,6,36.5
19240Q,3666582002,Cogent Biosciences Inc,100,Nasdaq,Pers/Bus/Rep Svc,304.2,8,2024,6,9.75
04271T,3666668002,Array Technologies Inc,1115.625,Nasdaq,Manufacturing,4835.3,3,2024,3,35
67181A,3666692002,Oak Street Health Inc,259.092,New York,Healthcare,11078.1,8,2024,4,46
209115,3666973002,Consolidated Edison Inc,553.32,New York,Electric Service,26291.6,4,2024,0.116,76.85
87166B,3667028002,Syneos Health Inc,371.4,Nasdaq,Pers/Bus/Rep Svc,6432.6,8,2024,1.002,61.9
477143,3667039002,JetBlue Airways Corp,525.6,Nasdaq,Transportation,4449.4,4,2024,3.5,14.4
30057T,3667077002,Evoqua Water Technologies Corp,301.8,New York,Manufacturing,2974.7,3,2024,0.994,25.15
35952H,3667110002,FuelCell Energy Inc,224.371,Nasdaq,Manufacturing,2078.1,3,2024,3.5,6.5
76169C,3667157002,Rexford Industrial Realty Inc,284.4,New York,REIT,6229.6,6,2024,0.527,47.4
018119,3667180002,Allena Pharmaceuticals Inc,14.04,Nasdaq,Pers/Bus/Rep Svc,65.5,8,2024,6.944,1.35
007002,3667402022,Adicet Bio Inc,50,Nasdaq,Pers/Bus/Rep Svc,50,8,2024,,
419879,3667409022,Hawaiian Holdings Inc,101.3,Nasdaq,Transportation,1033.3,4,2024,,
74319F,3667544002,Progenity Inc,25,Nasdaq,Pers/Bus/Rep Svc,178.6,8,2024,6,3.27
90184D,3667549002,Twist Bioscience Corp,308.25,Nasdaq,Manufacturing,5259.1,2,2024,6,110
192005,3667650002,Codexis Inc,75,Nasdaq,Manufacturing,1122.8,2,2024,6,17.5
92347M,3667661002,Veritone Inc,55.5,Nasdaq,Pers/Bus/Rep Svc,568.3,7,2024,6,18.5
72200U,3668319022,PIMCO Corporate & Income,100,New York,Investment Fund,100,6,2024,,
V7780T,3668329022,Royal Caribbean Cruises Ltd,1000,New York,Transportation,1000,4,2024,,
83587F,3669251022,Sorrento Therapeutics Inc,450,Nasdaq,Manufacturing,450,2,2024,,
674870,3669256022,Ocean Power Technologies Inc,50,Nasdaq,Co-generation,50,4,2024,,
62818Q,3669260022,Mustang Bio Inc,100,Nasdaq,Pers/Bus/Rep Svc,100,8,2024,,
759916,3669726002,Repligen Corp,271.5,Nasdaq,Manufacturing,9834,2,2024,4.5,181
449585,3669751002,IGM Biosciences Inc,79.91,Nasdaq,Pers/Bus/Rep Svc,2293.4,8,2024,6,90
68373J,3669755002,Open Lending Corp,266,Nasdaq,Pers/Bus/Rep Svc,3589.5,7,2024,4,28
03969T,3669761002,Arcturus Therapeutics Hldg,150.15,Nasdaq,Pers/Bus/Rep Svc,2842.2,8,2024,6,110
00166B,3669812002,ALX Oncology Holdings Inc,180.88,Nasdaq,Pers/Bus/Rep Svc,3028.2,8,2024,6,76
046513,3669813002,Atara Biotherapeutics Inc,125,Nasdaq,Pers/Bus/Rep Svc,2016.9,8,2024,6,24.5
39986L,3669818002,GrowGeneration Corp,150,Nasdaq,Retail,1624.9,5,2024,5.5,30
56854Q,3669822002,Marinus Pharmaceuticals Inc,70,Nasdaq,Pers/Bus/Rep Svc,498.1,8,2024,6.881,14
87164F,3670223002,Syndax Pharmaceuticals Inc,125,Nasdaq,Pers/Bus/Rep Svc,1085.2,8,2024,6,23
88160R,3670242022,Tesla Inc,5000,Nasdaq,Manufacturing,5000,3,2024,,
869367,3670244002,Sutro Biopharma Inc,126,Nasdaq,Pers/Bus/Rep Svc,926,8,2024,6,21
231269,3670392002,Curis Inc,147.5,Nasdaq,Manufacturing,473.3,2,2024,6,5.75
43906K,3670399002,HOOKIPA Pharma Inc,39.95,Nasdaq,Manufacturing,302.6,2,2024,6,11.75
87484T,3670404002,Talos Energy Inc,73.425,New York,Natural Resource,723.4,1,2024,3.166,8.9
24661P,3670584002,Delcath Systems Inc,19.345,Nasdaq,Manufacturing,75.7,3,2024,6.038,13.25
34633R,3670855002,Forma Therapeutics Hldg Inc,239.825,Nasdaq,Pers/Bus/Rep Svc,2138.4,8,2024,6,45.25
337738,3670946002,Fiserv Inc,1960,Nasdaq,Pers/Bus/Rep Svc,75089,7,2024,1.75,112
150837,3671005022,CEL SCI Corp,14.65,New York,Manufacturing,582,2,2024,,
05368M,3671050002,Avid Bioservices Inc,30,Nasdaq,Manufacturing,545,2,2024,6,9
52177G,3671063002,Leaf Group Ltd,30.009,New York,Pers/Bus/Rep Svc,149.3,7,2024,6,4.2
03842K,3671074002,AquaBounty Technologies Inc,56.68,Nasdaq,Agriculture,357.1,0,2024,6.923,6.5
77313F,3671245002,Rocket Pharmaceuticals Inc,260,Nasdaq,Manufacturing,3390.3,2,2024,6,56
72581M,3671266002,Pixelworks Inc,12.005,Nasdaq,Manufacturing,113.8,3,2024,6,2.45
68404L,3671507002,Option Care Health Inc,150,Nasdaq,Healthcare,2801.4,8,2024,1.731,15
74366E,3671553002,Protagonist Therapeutics Inc,100,Nasdaq,Pers/Bus/Rep Svc,883.6,8,2024,6,21
00444T,3671568002,AcelRx Pharmaceuticals Inc,10,Nasdaq,Manufacturing,118.6,2,2024,,1.2
054754,3671620002,Aytu Bioscience Inc,25,Nasdaq,Manufacturing,107.2,2,2024,7.5,6
630402,3671634002,Napco Security Tech Inc,58.06,Nasdaq,Manufacturing,477,3,2024,5,26
654405,3671806002,9 Meters Biopharma Inc,30,Nasdaq,Manufacturing,127.2,2,2024,6.5,0.65
12674W,3672827022,Cabaletta Bio Inc,75,Nasdaq,Pers/Bus/Rep Svc,75,8,2024,,
157085,3672942022,Cerus Corp,100,Nasdaq,Manufacturing,100,3,2024,,
528872,3672955002,Lexicon Pharmaceuticals Inc,65,Nasdaq,Manufacturing,452.8,2,2024,6,3.2
88322Q,3673048002,TG Therapeutics Inc,274.92,Nasdaq,Pers/Bus/Rep Svc,5882.9,8,2024,6,43.5
604749,3673051002,Mirum Pharmaceuticals Inc,75,Nasdaq,Pers/Bus/Rep Svc,585,8,2024,6,20
384313,3673179002,GrafTech International Ltd,77.775,New York,Manufacturing,2444.8,3,2024,2.732,9.15
04335A,3673434002,Arvinas Inc,400,Nasdaq,Pers/Bus/Rep Svc,3389.1,8,2024,6,70
67576A,3673555002,Ocular Therapeutix Inc,80.088,Nasdaq,Manufacturing,1631,2,2024,6,21.5
02083X,3673563022,Alpine Income Property Trust,100,New York,REIT,100,6,2024,,
14843C,3673564002,Castle Biosciences Inc,232,Nasdaq,Pers/Bus/Rep Svc,1417.8,8,2024,6,58
81642T,3673567002,SELLAS Life Sciences Group Inc,16.24,Nasdaq,Manufacturing,82.5,2,2024,6,7
71722W,3674120002,Phathom Pharmaceuticals Inc,94.5,Nasdaq,Pers/Bus/Rep Svc,1311,8,2024,6,42
820054,3674146002,SharpSpring Inc,15,Nasdaq,Pers/Bus/Rep Svc,188.9,7,2024,6,15
29273B,3674152002,ENDRA Life Sciences Inc,5,Nasdaq,Manufacturing,23.5,3,2024,7,0.7
396879,3674187002,Greenwich Lifesciences Inc,26.4,Nasdaq,Pers/Bus/Rep Svc,510.9,8,2024,8,40
811292,3674559002,SCYNEXIS Inc,50,Nasdaq,Pers/Bus/Rep Svc,129.9,8,2024,,7.4
74754R,3676519002,Qualigen Therapeutics Inc,8.44,Nasdaq,Pers/Bus/Rep Svc,95.1,8,2024,3.5,3.56
07160F,3676524002,Baudax Bio Inc,4.951,Nasdaq,Pers/Bus/Rep Svc,49.7,8,2024,6,1.165
45253H,3676541022,ImmunoGen Inc,150,Nasdaq,Pers/Bus/Rep Svc,150,8,2024,,
69242L,3676562022,Oyster Point Pharma Inc,100,Nasdaq,Manufacturing,100,2,2024,,
00773U,3676574022,Adverum Biotechnologies Inc,150,Nasdaq,Pers/Bus/Rep Svc,150,8,2024,,
92911N,3676581002,XpresSpa Group Inc,41.667,Nasdaq,Pers/Bus/Rep Svc,159.8,7,2024,7.5,1.7
04649U,3676589002,Asure Software Inc,18.85,Nasdaq,Pers/Bus/Rep Svc,137.5,7,2024,5,7.25
162828,3676599022,Checkpoint Therapeutics Inc,100,Nasdaq,Pers/Bus/Rep Svc,100,8,2024,,
558868,3676647022,Madrigal Pharmaceuticals Inc,200,Nasdaq,Manufacturing,200,2,2024,,
961684,3676658022,Westwater Resources Inc,48.5,Nasdaq,Natural Resource,48.5,1,2024,,
53224K,3676663022,Lightbridge Corp,2.624,Nasdaq,Manufacturing,2.6,3,2024,,
18978H,3676980002,CNS Pharmaceuticals Inc,10,Nasdaq,Pers/Bus/Rep Svc,46.2,8,2024,7,2
86803X,3676986022,Sunworks Inc,14.6,Nasdaq,Manufacturing,14.6,3,2024,,
50116V,3677025002,Kubient Inc,15,Nasdaq,Pers/Bus/Rep Svc,70.8,7,2024,,7.25
Y2187A,3677084002,Eagle Bulk Shipping Inc,5.25,Nasdaq,Transportation,204.6,4,2024,5,18.1
15117F,3677561002,Cellectar Biosciences Inc,24.5,Nasdaq,Manufacturing,61.3,2,2024,7,1.35
852387,3678270002,Staffing 360 Solutions Inc,2.513,Nasdaq,Pers/Bus/Rep Svc,8.3,7,2024,7.5,0.6
372446,3678273002,Genprex Inc,12,Nasdaq,Manufacturing,165.8,2,2024,7,3.85
609011,3680887002,Monaker Group Inc,7.7,Nasdaq,Pers/Bus/Rep Svc,46.3,7,2024,6,2.5
84610H,3681615022,Life Storage Inc,500,New York,REIT,500,6,2024,,
4525EP,3681623022,Immunic Inc,50,Nasdaq,Manufacturing,50,2,2024,,
852387,3682935002,Staffing 360 Solutions Inc,1.744,Nasdaq,Pers/Bus/Rep Svc,11.2,7,2024,7.499,0.655
89532E,3682942022,Trevena Inc,50,Nasdaq,Manufacturing,50,2,2024,,
501147,3682944022,Krystal Biotech Inc,150,Nasdaq,Pers/Bus/Rep Svc,150,8,2024,,
83422E,3683608022,Solid Biosciences Inc,90,Nasdaq,Pers/Bus/Rep Svc,260.9,8,2024,,
00847X,3792709022,Agios Pharmaceuticals Inc,200,Nasdaq,Manufacturing,200,2,2024,,
24984K,3793279022,DermTech Inc,25.911,Nasdaq,Manufacturing,155.5,2,2024,,
72581M,3802039022,Pixelworks Inc,25,Nasdaq,Manufacturing,25,3,2024,,
556099,3802054022,MacroGenics Inc,125,Nasdaq,Manufacturing,125,2,2024,,
46185L,3802062022,Invitae Corp,275,New York,Pers/Bus/Rep Svc,1992.4,7,2024,,
846784,3802070022,Spartan Energy Acquisition,500,New York,Investment Fund,500,6,2024,,
33830X,3802096022,Five Prime Therapeutics Inc,75,Nasdaq,Pers/Bus/Rep Svc,75,8,2024,,
02081G,3805141002,Alphatec Holdings Inc,138,Nasdaq,Manufacturing,855.3,3,2024,,11.11
39868T,3805146002,Gritstone Oncology Inc,18.515,Nasdaq,Manufacturing,144.6,2,2024,,3.34
89237H,3811037022,TRACON Pharmaceuticals Inc,5,Nasdaq,Pers/Bus/Rep Svc,136.5,8,2024,,
89237H,3811039002,TRACON Pharmaceuticals Inc,8.806,Nasdaq,Pers/Bus/Rep Svc,119.1,8,2024,,8.06
68236H,3381592002,Ondas Holdings Inc,44.8,Nasdaq,Manufacturing,404.8,3,2025,7,7
9H4850,3452522002,Surgepays Inc,19.78,Nasdaq,Radio/TV/Telecom,36.8,4,2025,6.977,4.3
13739U,3668273002,Cancer Genetics Inc,17.5,Nasdaq,Healthcare,66.5,8,2025,7,6.3
888314,3670475002,Titan Pharmaceuticals Inc,9.674,Nasdaq,Manufacturing,34.8,2,2025,7,3.55
86882C,3682934002,Surgalign Holdings Inc,37.5,Nasdaq,Manufacturing,159.6,3,2025,6,1.5
31189P,3683208002,Fate Therapeutics Inc,378,Nasdaq,Pers/Bus/Rep Svc,7876.9,8,2025,6,85.5
74065P,3683213002,Prelude Therapeutics Inc,150,Nasdaq,Pers/Bus/Rep Svc,2794.7,8,2025,6,60
62921N,3683229002,NGM Biopharmaceuticals Inc,125,Nasdaq,Pers/Bus/Rep Svc,1986.2,8,2025,6,27
37148K,3683233002,Generation Bio Co,196,Nasdaq,Pers/Bus/Rep Svc,1365.1,8,2025,6,24.5
92672L,3683238002,ViewRay Inc,50.004,Nasdaq,Manufacturing,775.1,3,2025,6,4.85
015271,3683371002,Alexandria RE Equities Inc,984,New York,REIT,22716.7,6,2025,4,164
16208T,3683553022,Chatham Lodging Tr,100,New York,REIT,100,6,2025,,
58463J,3683784002,Medical Properties Trust Inc,641.6,New York,REIT,11497.1,6,2025,3.5,20.05
41358P,3683877002,Harpoon Therapeutics Inc,100,Nasdaq,Pers/Bus/Rep Svc,544.5,8,2025,,17
75901B,3683885002,Regenxbio Inc,200.22,Nasdaq,Pers/Bus/Rep Svc,1988.3,8,2025,6,47
24984K,3683948002,DermTech Inc,125,Nasdaq,Manufacturing,702.9,2,2025,6,29.5
008492,3684336002,Agree Realty Corp,195,New York,REIT,4096.4,6,2025,1.183,65
185063,3684562002,Clearside Biomedical Inc,12,Nasdaq,Manufacturing,149.5,2,2025,6,2.851
15671L,3684568002,Cerecor Inc,32.04,Nasdaq,Manufacturing,226.8,2,2025,6,2.6
41150T,3684573002,Harbor Custom Development Inc,24,New York,Construction,40.9,1,2025,7,3
70387R,3684576002,PAVmed Inc,13.44,Nasdaq,Manufacturing,161.1,3,2025,7,2.24
09075F,3684595002,Bionano Genomics Inc,88.5,Nasdaq,Manufacturing,541,3,2025,6,3.05
00887A,3684913002,Aileron Therapeutics Inc,35.894,Nasdaq,Manufacturing,84.1,2,2025,6,1.1
09354A,3684919002,Blink Charging Co,221.4,Nasdaq,Retail,1695.4,5,2025,4.5,41
826598,3685256002,Sigma Labs Inc,4.466,Nasdaq,Manufacturing,22.5,2,2025,7.5,3
756109,3685526002,Realty Income Corp,599.025,New York,REIT,21301.2,6,2025,2.8,57.05
58468P,3685541022,MediciNova Inc,20,Nasdaq,Manufacturing,20,2,2025,,
52567D,3685613002,Lemonade Inc,796.012,New York,Insurance,9878.6,6,2025,3.375,165
29364G,3685874022,Entergy Corp,1000,New York,Electric Service,1000,4,2025,,
890260,3686174002,Tonix Pharms Hldg Corp,40,Nasdaq,Manufacturing,211.8,2,2025,7,0.8
29405E,3686226002,Enveric Biosciences Inc,10,Nasdaq,Pers/Bus/Rep Svc,55.4,7,2025,,4.502
25382P,3686227002,Digital Ally Inc,8.666,Nasdaq,Manufacturing,93.1,3,2025,6,3.095
74374N,3686238002,Provention Bio Inc,100,Nasdaq,Pers/Bus/Rep Svc,1003.8,8,2025,6,16
14067E,3686246022,Capstead Mortgage Corp,84.75,New York,REIT,1742.7,6,2025,,
